#SEED: 0.846307388972491
SAT0,-68.9204280876046,-176.94086344547014,400.65333548865135
SAT1,-47.982206693771765,34.41148575731464,626.6239016978404
SAT2,10.993583993901538,162.93371002697864,509.7999660416773
SAT3,-17.353726983221165,77.23034248242658,646.9773438522182
SAT4,-41.979781084419415,101.5215108471678,616.6553632992386
SAT5,-53.661640147564476,177.26582525365887,479.0571305706204
SAT6,49.08975867010929,66.01575960716775,628.3042501152775
SAT7,82.24730074249541,101.61506376475921,500.81439089932275
SAT8,-7.049031228066696,-152.94231972976576,549.9906570390424
SAT9,-0.7109444717992375,132.0111367336072,575.7220313107388
SAT10,87.82186666277642,-139.02085559934764,599.7427234923555
SAT11,48.55236911578936,31.094995968636283,591.573271567562
SAT12,-18.34190226266253,114.89792490356359,496.99292754019416
SAT13,-60.836020513559774,59.64731907339282,610.4879153091206
SAT14,-41.91319336135695,147.1118312274453,547.2378078387268
SAT15,31.14749707025132,-129.48089479170542,324.92324044398106
SAT16,14.041459558230812,-122.77581413486057,563.2091424115031
SAT17,-60.06849794059043,-20.731061568683117,440.5612705814186
SAT18,24.825709988896705,63.9139285506032,475.5302157763847
SAT19,43.37760950775697,-109.08003304474303,591.7655584928352
ROUTE,-50.51984310759356,22.8651200367853,80.36533509046049,-51.335965236921766
